smiles,best_name,monomer_type,has_fluorine,n_f_atoms,has_cf3,n_aldehyde,n_amine,n_papers,source,commercial_id,cas,formula,is_aldehyde,is_amine,is_2d,audit_flag
Nc1ccc2c(c1)Cc1cc(N)ccc1-2,"2,7-diaminofluorene",amine,False,0,False,0,2,1,llm,,,,False,True,True,
c1cncc(-c2cc3cc(-c4ccncc4)cc(-c4ccncc4)c3cc2-c2ccncc2)c1,"1,3,6,8-tetra(4-pyridyl)pyrene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
COc1cc(C=O)cc(-c2ccc(C=O)cc2OC)c1,"3,3′-Dimethoxy-[1,1′-biphenyl]-4,4′-dicarbaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(-c2cc(-c3ccc(N)cc3)c3cc(-c4ccc(N)cc4)c(-c4ccc(N)cc4)cc3c2)cc1,"4,4′,4′′,4′′′-(pyrene-1,3,6,8-tetrayl) tetraaniline",amine,False,0,False,0,4,1,llm,,,,False,True,True,
Nc1ccc(-c2cc(-c3ccc(N)cc3)nc(-c3ccc(N)cc3)n2)cc1,"1,3,5-tris-(4-amidophenyl)triazine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
Nc1cc(O)ccc1-c1cc(O)ccc1N,"3,3'-二羟基联苯胺",amine,False,0,False,0,2,1,llm,,,,False,True,True,
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,对三联苯,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=C1CCC(=O)O1,琥珀酸酐,other,False,0,False,0,0,1,llm,,,,False,False,False,review
CC(=O)CC(=O)C(F)(F)F,trifluoroacetylacetone,other,True,3,True,0,0,1,llm,,,,False,False,False,review
N#CC(C#N)=C(C#N)C#N,tetracyanoethylene,other,False,0,False,0,0,2,llm,,,,False,False,False,review
Cc1cc(N)cc(C)c1N,"2,5-dimethyl-1,4-phenylenediamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
C#Cc1ccc(F)cc1,1-ethynyl-4-fluorobenzene,other,True,1,False,0,0,1,llm,,,,False,False,False,review
C#Cc1cc(F)cc(F)c1,"1-ethynyl-3,5-difluorobenzene",other,True,2,False,0,0,1,llm,,,,False,False,False,review
Nc1cc(C(=O)O)c(N)cc1C(=O)O,"2,5-diaminoterephthalic acid",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1ccc(N=C2C(=O)C(=O)C2=Nc2ccc(C=O)cc2)cc1,squaraine,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=Cc1ccc(-c2ncnc(-c3ccc(C=O)cc3)n2)cc1,"1,3,5-tris(4-formylphenyl)triazine",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
C=Cc1cc(C=O)cc(C=O)c1C=C,"2,5-divinylterephthalaldehyde",aldehyde,False,0,False,2,0,3,llm,,,,True,False,True,
CC=O,acetaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
N#CCc1ccc(CC#N)cc1,"2,2′-(1,4-phenylene)diacetonitrile",other,False,0,False,0,0,3,llm,,,,False,False,False,review
Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)c(S(=O)(=O)O)c1,"4,4'-diamino-3,3'-biphenyldisulfonic acid",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,"2,6-diaminoanthraquinone",amine,False,0,False,0,2,2,llm,,,,False,True,True,
O=Cc1ccccc1B(O)O,2-formylphenylboronic acid,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
O=C1C=CC(=O)C=C1,benzoquinone,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1nc(C=O)nc(C=O)n1,"1,3,5-triazine-2,4,6-tricarbaldehyde",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N(c3ccc(N)cc3)c3ccc(N)cc3)cc2)cc1,"N,N,N′,N′-tetrakis(4-aminophenyl)-1,4-phenylenediamine",amine,False,0,False,0,4,2,llm,,,,False,True,True,
Nc1ccc(-c2cc(-c3ccc(N)cc3)c(-c3ccc(N)cc3)cc2/C=C/c2ccc(-c3ccc(N)cc3)c(-c3ccc(N)cc3)c2)cc1,"(E)-3,3',5,5'-tetrakis(4-aminophenyl)stilbene",amine,False,0,False,0,5,1,llm,,,,False,True,True,
COc1ccc(C=O)c(OC)c1C=O,"3,5-dimethoxyterephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(-c2cc3cc4nc(-c5ccc(N)cc5)cc-4c(-c4ccc(N)cc4)c(-c4ccc(N)cc4)cc-3n2)cc1.[Ni],"5,10,15,20-tetrakis(4-aminophenyl)nickel porphyrin",amine,False,0,False,0,4,1,llm,,,,False,True,True,
CCOc1cc(C(=O)NN)cc(OCC)c1C(=O)NN,"2,5-diethoxyterephthalohydrazide",amine,False,0,False,0,0,1,llm,,,,False,False,True,fixed
CC1(C)C2CCC1(C(=O)O)C(C(=O)O)C2,camphoric acid,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=C(O)[C@@H](O)[C@@H](O)C(=O)O,tartaric acid,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,"1,1'-bi-2-naphthol",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccccc1/N=C/C/N=C/c1ccccc1O,"N,N'-bis(salicylidene)ethylenediamine",other,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1cc(S(=O)(=O)O)cc(N)c1S(=O)(=O)O,"2,5-diaminobenzene-1,4-disulfonic acid",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=[N+]([O-])c1ccc([N+](=O)[O-])c(-[n+]2ccc(-c3ccc(-c4cccc(-c5cc[n+](-c6cc([N+](=O)[O-])ccc6[N+](=O)[O-])cc5)c4)cc3)cc2)c1.[Cl-].[Cl-],"4,4'-(1,4-phenylene)bis(1-(2,4-dinitrophenyl)pyridinium) dichloride",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=[N+]([O-])c1ccc(C(=C(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)cc1,"1,1,2,2-Tetrakis(4-nitrophenyl)ethene",other,False,0,False,0,0,2,llm,,,,False,False,False,review
CC(=O)O[C@@H]1C(=O)OC(=O)[C@H]1OC(C)=O,(+)-diacetyl-L-tartaric anhydride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Cc1cc(N)c(C)cc1N,"2,5-dimethyl-1,4-phenylenediamine",amine,False,0,False,0,2,2,llm,,,,False,True,True,
Nc1ccc(-c2ccc(N)c(N)c2)cc1,"3,3′-diaminobenzidine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,hexachlorocyclotriphosphazene,other,False,0,False,0,0,1,llm,,,,False,False,False,review
N#Cc1ccc(C(=O)Cl)cc1,4-cyanobenzoyl chloride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Cc1cc(C#N)c(O)nc1C,"3-cyano-4,6-dimethyl-2-hydroxypyridine",other,False,0,False,0,0,1,llm,,,,False,False,False,review
OC1=C(O)c2cc3c(cc2=C1)C(O)=C(O)C=3O,"2,3,6,7,10,11-hexahydroxytriphenylene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
OBc1ccc(B(O)O)cc1,"1,4-phenylenebis(boronic acid)",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccc(-c2ccc3nc4ccc(-c5ccc(C=O)cc5)cc4cc3c2)cc1,TAPPy-PDA,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1cccc(-c2cccc(N)c2)c1,"3,3′-diaminobenzidine",amine,False,0,False,0,2,2,llm,,,,False,True,True,
c1ccc(-c2ccccn2)nc1,"2,2'-bipyridine",other,False,0,False,0,0,1,llm,,,,False,False,False,review
c1cnc(-c2ccncn2)nc1,"2,2'-bipyrimidine",other,False,0,False,0,0,1,llm,,,,False,False,False,review
c1cnc(-c2cnccn2)nc1,"2,2'-bipyrazine",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccc(C(c2ccc(C=O)cc2)(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1,tetrakis(4-formylphenyl)methane,aldehyde,False,0,False,4,0,1,llm,,,,True,False,True,
O=C(Cl)c1ccc(C(=O)Cl)cc1,terephthaloyl chloride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2nc3ccccc3nc2-c2cc(N)ccc2-c2nc3ccccc3nc2-c2cc(N)ccc2-c2nc3ccccc3nc2-c2ccc(N)cc2)cc1,"5,10,15,20-tetrakis(4-aminophenyl)-21H,23H-porphyrin",amine,False,0,False,0,4,1,llm,,,,False,True,True,
O=Cc1ccc(C=O)c(O)c1O,"2,3-dihydroxyterephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=Cc1ccc(-c2ccc(C=O)nc2)nc1,"2,2'-bipyridine-5,5'-dicarbaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
OB(O)C1=Cc2c(sc3c4c(sc23)=C(B(O)O)C=C4)=C1,"benzo[1,2-b:4,5-b']dithiophene-2,6-diyldiboronic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
OC1=C(O)c2cc3c(cc2=C1O)C(O)=C(O)C=3O,"2,3,6,7,10,11-hexahydroxytriphenylene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1cc2sc(C=O)cc2s1,"thieno[3,2-b]thiophene-2,5-dicarbaldehyde",aldehyde,False,0,False,2,0,2,llm,,,,True,False,True,
Cn1c(-c2ccc(C=O)cc2)nc2ccc(-c3ccc(C=O)cc3)cc21,"4,4′-(1-methyl-1H-benzo[d]imidazole-4,7-diyl)dibenzaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
N#Cc1cc(F)c(F)c(F)c1F,"2,3,5,6-tetrafluorobenzonitrile",other,True,4,False,0,0,1,llm,,,,False,False,False,review
N#Cc1cc(F)c(I)c(F)c1F,"2,3,5,6-tetrafluoro-4-iodobenzonitrile",other,True,3,False,0,0,1,llm,,,,False,False,False,review
C[C@@H]1CNCCN1,S-(+)-2-methylpiperazine,amine,False,0,False,0,4,1,llm,,,,False,True,False,fixed
CCOc1cc(N)c(OCC)cc1N,"2,5-diethoxy-1,4-phenylenediamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1cc2c3cc(cc(N)c3c1)C(=O)NC(=O)NC2=O,"2,6-diaminonaphthalene-1,4,5,8-tetracarboxylic diimide",amine,False,0,False,0,2,1,llm,,,,False,True,True,
NC1=Cc2nc3c(nc2=C1N)C(N)=C(N)C=3,"2,3,7,8-phenazinetetramine",amine,False,0,False,0,4,1,llm,,,,False,True,True,
NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NN,"perfluorohexane-1,6-dicarbohydrazide",amine,True,12,False,0,0,1,llm,,,,False,False,True,fixed
O=Cc1cc2c(cc1C=O)Sc1ccccc1N2,"phenothiazine-3,7-dicarbaldehyde",aldehyde,False,0,False,2,2,1,llm,,,,True,True,True,fixed
Brc1c2ccccc2c(Br)c2ccccc12,"9,10-dibromoanthracene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)c3cc(-c4ccc(C=O)cc4)ccc3c2)cc1,"4,4',4'',4'''-(pyrene-1,3,6,8-tetrayl)tetrabenzaldehyde",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
N#Cc1ccc(O[PH]2=N[PH](Oc3ccc(C#N)cc3)=NP(Oc3ccc(C#N)cc3)(Oc3ccc(C#N)cc3)=N2)cc1,hexakis(4-cyanophenoxy)cyclotriphosphazene,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1cc2c(cc1N)C(=O)c1ccccc1C2=O,"2,7-diaminophenanthrenequinone",amine,False,0,False,0,2,2,llm,,,,False,True,True,
Nc1cc2c(cc1N)C(=O)c1ccccc1C2,"2,7-diamino-9H-fluorenone",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1cc2cc3ccccc3cc2cc1N,"2,6-diaminoanthracene",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=CC1=C2SC3=Cc4sc2c(C=O)c4SC3=C1,Benzotrithiophene tricarbaldehyde,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc2nc(N)sc2c1,Benzothiadiazole diamine,amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=C(O)c1ccc(C(=O)O)cc1,terephthalic acid,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2cc3cc(-c4ccc(N)cc4)cc4c(cc(-c5ccc(N)cc5)c5ccc(-c6ccc(N)cc6)cc54)c-3c2)cc1,"1,3,6,8-tetrakis(4-aminophenyl)pyrene",amine,False,0,False,0,4,1,llm,,,,False,True,True,
Nc1cc(Cl)cc(N)c1Cl,"2,5-dichlorobenzene-1,4-diamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
C1CNCCN1,piperazine,amine,False,0,False,0,4,1,llm,,,,False,True,False,fixed
O=CC1=CC(C=O)=C1C=O,"1,3,5-benzenetricarbaldehyde",aldehyde,False,0,False,3,0,2,llm,,,,True,False,True,
NNC(=O)C(=O)NN,oxalyl dihydrazide,amine,False,0,False,0,0,1,llm,,,,False,False,True,fixed
O=Cc1cc(Br)c(C=O)cc1Br,"2,5-dibromoterephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)c(-c3ccc(C=O)cc3)nc2-c2ccc(C=O)cc2)cc1,"2,3,5,6-tetrakis(4-formylphenyl)pyrazine",aldehyde,False,0,False,4,0,1,llm,,,,True,False,True,
COc1cc(-c2ccc(N)cc2OC)ccc1N,"3,3'-dimethoxybenzidine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(-c2cc(-c3ccc(N)cc3)c3cc(-c4ccc(N)cc4)c4cc(-c5ccc(N)cc5)c(-c5ccc(N)cc5)cc4c3c2)cc1,"4,4',4'',4'''-(pyrene-1,3,6,8-tetrayl)tetraaniline",amine,False,0,False,0,5,2,llm,,,,False,True,True,
O=Cc1ccc(-c2ccc3c(ccc4cc(-c5ccc(C=O)cc5)c(-c5ccc(C=O)cc5)cc43)c2)cc1,"1,3,6,8-tetrakis(4-formylphenyl)pyrene",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
O=C(O)c1cccc(-c2cccc(C(=O)O)n2)n1,"2,2'-bipyridine-6,6'-dicarboxylic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
OB(O)c1ccc(-c2ccc(B(O)O)cc2)cc1,"4,4'-biphenyldiboronic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccc(-c2ccc3c(-c4ccc(C=O)cc4)cc4c(=O)[nH]c(=O)[nH]c(=O)c4c3c2)cc1,"3,7-di(4-formylphenyl)naphthalenediimide",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(Oc2nc(Oc3ccc(N)cc3)nc(Oc3ccc(N)cc3)n2)cc1,"2,4,6-tris(4-aminophenoxy)-1,3,5-triazine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
Nc1ccc(-c2ccc3c(-c4ccc(N)cc4)c4c(-c5ccc(N)cc5)c(-c5ccc(N)cc5)ccc4cc3c2)cc1,"1,3,6,8-tetrakis(p-aminophenyl) pyrene",amine,False,0,False,0,4,1,llm,,,,False,True,True,
Fc1ccc(F)cc1,difluorobenzene,other,True,2,False,0,0,1,llm,,,,False,False,False,review
Fc1ccc2ccccc2c1F,difluoronaphthalene,other,True,2,False,0,0,1,llm,,,,False,False,False,review
Fc1c2ccccc2c(F)c2ccccc12,difluoroanthracene,other,True,2,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2c3ccccc3c(-c3ccc(N)cc3)c3ccccc23)cc1,"9,10-bis(4-aminophenyl)anthracene",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=c1oc(=O)c2ccc3c(=O)oc(=O)c3c2c1=O,"naphthalene-1,4,5,8-tetracarboxylic dianhydride",other,False,0,False,0,0,2,llm,,,,False,False,False,review
c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,W-NH2,amine,False,0,False,0,0,1,llm,,,,False,False,False,review
C#Cc1ccccc1,phenylacetylene,other,False,0,False,0,0,1,llm,,,,False,False,False,review
C#Cc1ccc(C(=O)OC)cc1,methyl 4-ethynylbenzoate,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1sc2ccsc2c1C=O,"thieno[3,2-b]thiophene-2,5-dicarbaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(-c2nc(-c3ccc(N)cc3)c(-c3ccc(N)cc3)[nH]2)cc1,"5,10,15,20-Tetrakis(4-aminophenyl)porphyrin",amine,False,0,False,0,3,1,llm,,,,False,True,True,
O=C1c2cc(Br)ccc2-c2cc(Br)ccc21,"3,6-dibromophenanthrene-9,10-dione",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1c(N)c2ccc(Br)cc2c2ccc(Br)cc12,"3,6-dibromophenanthrene-9,10-diamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
N#CCc1cc(CC#N)cc(CC#N)c1,"2,2',2''-(benzene-1,3,5-triyl)triacetonitrile",other,False,0,False,0,0,1,llm,,,,False,False,False,review
NC1=CC=C(c2ccc(N)cc2)C(c2ccc(N)cc2)(c2ccc(N)cc2)C1,tetrakis(4-aminophenyl)methane,amine,False,0,False,0,4,1,llm,,,,False,True,True,
CCOc1cc(C(=O)NN)c(OCC)cc1C(=O)NN,"2,5-diethoxyterephthalohydrazide",amine,False,0,False,0,0,1,llm,,,,False,False,True,fixed
C#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1[C](c1cc(Cl)c(Cl)c(Cl)c1Cl)c1cc(Cl)c(Cl)c(Cl)c1Cl,PTMacetylenic,other,False,0,False,0,0,1,llm,,,,False,False,False,review
N=C(N)N(N)N,triaminoguanidine,amine,False,0,False,0,1,1,llm,,,,False,True,True,fixed
Nc1ccnc(N)c1,"pyridine-2,5-diamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Cc1nc(C)c(C#N)c(C)c1C#N,"2,4,6-trimethylpyridine-3,5-dicarbonitrile",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccc(C#Cc2ccc(C=O)cc2)cc1,4-(2-(4-formylphenyl)ethynyl)benzaldehyde,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1,"4,4',4''-(benzene-1,3,5-triyltris(ethyne-2,1-diyl))tribenzaldehyde",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
O=C1OC(=O)c2c1ccc1c(=O)oc(=O)oc(=O)c21,"1,4,5,8-Naphthalenetetracarboxylic dianhydride",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1cc(O)c(N)c(O)c1,"1,4-dihydroxybenzidine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,"4,4'-diaminobiphenyl-3,3'-disulfonic acid",amine,False,0,False,0,2,1,llm,,,,False,True,True,
c1cc2ccc3cccc4ccc5ccc6ccc(c1)c1c2c3c4c5c61,decacyclene,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Nc1ccc(N=O)cc1,"1,4-dinitrosobenzene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
N#Cc1cc(-c2ccc(N)cc2C#N)ccc1N,"4,4'-diamino-[1,1'-biphenyl]-3,3'-dicarbonitrile",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(C2=NC3=NC=NC3=N2)cc1,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)trianiline",amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],ethidium bromide,amine,False,0,False,0,2,1,llm,,,,False,True,True,
C=Cc1cc(C=O)c(C=C)cc1C=O,"2,5-divinylterephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(P(=O)(O)O)cc1,4-aminophenylphosphonic acid,amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
Oc1cc(O)c2ccc3cc(O)c(O)cc3c2c1,"2,3,6,7-tetrahydroxyanthracene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)c2)cc1,"1,3,5-tris(4-formylphenyl)pyridine",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Nc1ccc(N)c(C(=O)O)c1,"2,5-diaminobenzoic acid",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1ccc(C2c3ccc(C=O)cc3-c3ccc(C=O)cc32)cc1,triptycene tricarbaldehyde,aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
OB(O)c1cc(B(O)O)cc(B(O)O)c1,"1,3,5-benzenetriboronic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1c(N)c(N)c(N)c(N)c1N,hexaaminophenylbenzene,amine,False,0,False,0,6,1,llm,,,,False,True,True,
O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)c3nc(-c4ccc(C=O)cc4)c(-c4ccc(C=O)cc4)nc3n2)cc1,"4,4',4'',4'''-(1,4-phenylenebis(azanetriyl))tetrabenzaldehyde",aldehyde,False,0,False,4,0,1,llm,,,,True,False,True,
O=Cc1ccc(-c2c(F)c(F)c(F)c(F)c2-c2ccc(C=O)cc2)cc1,"2',3',5',6'-tetrafluoro-[1,1':4',1''-terphenyl]-4,4''-dicarbaldehyde",aldehyde,True,4,False,2,0,1,llm,,,,True,False,True,
Cn1c(-c2ccccc2)nc2cc(Cc3ccc(C=O)cc3)c(Cc3ccc(C=O)cc3)cc21,"5,6-bis(4-formylbenzyl)-1-methyl-1H-benzoimidazole",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
BrCc1cc(CBr)cc(CBr)c1,"1,3,5-tris(bromomethyl)benzene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
CCOc1cc(C=O)c(O)cc1C=O,2-butoxy-5-hydroxyterephthalaldehyde,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
NCCNCCNCCN,triethylenetetramine,amine,False,0,False,0,6,1,llm,,,,False,True,True,fixed
O=Cc1cc(OCc2ccccc2)c(C=O)cc1O,2-(benzyloxy)-5-hydroxyterephthalaldehyde,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=Cc1cc(OCc2ccc3ccccc3c2)c(C=O)cc1O,2-(naphthalen-2-ylmethoxy)-5-hydroxyterephthalaldehyde,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=Cc1ccc(C=C(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1,"4,4',4''-(ethene-1,1,2-triyl)tribenzaldehyde",aldehyde,False,0,False,3,0,3,llm,,,,True,False,True,
COc1c(C=O)ccc(C=O)c1OC,"2,3-dimethoxyterephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
O=P(O)(O)c1ccccc1,phenylphosphonic acid,other,False,0,False,0,0,1,llm,,,,False,False,False,review
COc1cc(C=O)cc(OC)c1C=O,"2,5-dimethoxyterephthalaldehyde",aldehyde,False,0,False,2,0,2,llm,,,,True,False,True,
O=c1[nH]c2ccc3c(=O)[nH]c(=O)c4ccc5c6ccc7c8ccc9c(=O)[nH]c3c4c5c6c7c8c9ccc12,"perylene-3,4,9,10-tetracarboxylic diimide",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1c(F)c(F)c(N)c(F)c1F,"2,3,5,6-tetrafluoro-1,4-phenylenediamine",amine,True,4,False,0,2,1,llm,,,,False,True,True,
Nc1cc2nc3ccccc3c(N)c2cc1-c1ccccc1,"3,8-diamino-6-phenylphenanthridine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
NNC(=O)C(O)C(O)C(=O)NN,L-tartaric acid dihydrazide,amine,False,0,False,0,0,1,llm,,,,False,False,True,fixed
NC1CC2CC(N)C(C1)C2N,"1,3,5,7-tetraaminoadamantane",amine,False,0,False,0,3,1,llm,,,,False,True,True,
Nc1ccc2c(c1)C=c1ccc(cc1)=C2,M-PhDBC-NH2,amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(-c4ccc5c(c4)sc4ccccc45)cc3)n2)cc1,M-BT-CHO,aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(C=C(c2ccc(N)cc2)c2ccc(N)cc2)cc1,"4,4',4'',4'''-(ethene-1,1,2,2-tetrayl)tetraaniline",amine,False,0,False,0,3,2,llm,,,,False,True,True,
O=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=O)cc4)cc3)c3ccc(-c4ccc(C=O)cc4)cc3)cc2)cc1,"4',4'',4'''-nitrilotris(([1,1'-biphenyl]-4-carbaldehyde)",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Nc1ccc(C2=CC3=c4cc(-c5ccc(N)cc5)c(-c5ccc(N)cc5)cc4=C(c4ccc(N)cc4)C3=C2)cc1,"1,3,6,8-Tetrakis(4-aminophenyl) pyrene",amine,False,0,False,0,4,1,llm,,,,False,True,True,
O=Cc1ccc(-c2ncccc2C=O)nc1,"2,2'-Bipyridine-5,5'-dicarboxaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
OB(O)c1ccc2cc3cccc(B(O)O)c3cc2c1,pyrene diboronic acid,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(C2=CC=S3N=c4ccccc4=NC3=C2c2ccc(N)cc2)cc1,"4,4'-(benzo[c][1,2,5]thiadiazole-4,7-diyl)dianiline",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(C2=CC=S3N=c4ccc(F)cc4=NC3=C2c2ccc(N)cc2)cc1,"4,4'-(5-fluorobenzo[c][1,2,5]thiadiazole-4,7-diyl)dianiline",amine,True,1,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(C2=CC=S3N=c4ccc(F)c(F)c4=NC3=C2c2ccc(N)cc2)cc1,"4,4'-(5,6-difluorobenzo[c][1,2,5]thiadiazole-4,7-diyl)dianiline",amine,True,2,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(C=O)c(N)c1,"2,5-diaminobenzaldehyde",aldehyde-amine,False,0,False,1,2,1,llm,,,,True,True,True,fixed
Nc1ccc(-c2ccc(C(=C(c3ccc(-c4ccc(N)cc4)cc3)c3ccc(-c4ccc(N)cc4)cc3)c3ccc(-c4ccc(N)cc4)cc3)cc2)cc1,Tetrakis(4-aminobiphenyl)ethylene,amine,False,0,False,0,4,1,llm,,,,False,True,True,
CN(C)C=CC(=O)c1cccc(C(=O)C=CN(C)C)c1,"1,1'-(1,3-Phenylene)bis[3-(dimethylamino)-2-propen-1-one]",other,False,0,False,0,0,1,llm,,,,False,False,False,review
