csv_line,smiles,best_name,action,issues
884,CCCOc1cc(C#Cc2ccc(C(=O)NN)c(OCCC)c2)ccc1C(=O)NN,"4,4'-(乙烯-1,2-二基)双(2-丙氧基苯甲酰肼)",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
886,NCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,(3-氨基丙基)三苯基鏻,fixed,is_amine False→True
888,[Br-].[Br-].c1cc[n+](CC[n+]2ccccc2)cc1,联苯胺氢溴酸盐,review,type 存疑 other vs RDKit=none
891,Cn1cc(I)c(CN)n1,"3,5-二氨基吡啶氢碘酸盐",fixed,is_amine False→True
895,Nc1cc(-c2ccccn2)nc(-c2ccccn2)c1,"2,2':6',2''-三联吡啶-4'-胺",fixed,is_amine False→True
896,COC(=O)C1CC2(CCN(Cc3ccccc3)CC2)CCN1Cc1ccc(OC)cc1,"[4,4'-氨基-3(甲氧基)-3',3''-二甲氧基-2',4',6'-三甲基-1,1':3',1''-三联苯]-4,4''-二胺",review,type 存疑 other vs RDKit=none
899,NN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(N)C3=O,"2,7-二氨基苯并[1,2-d:4,5-d']二咪唑",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
909,NC(=O)c1cc(N)cc(N)c1,"3,5-二氨基苯甲酰胺",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→2"
912,COCCOc1cc(C(=O)NN)c(OCCOC)cc1C(=O)NN,"2,5-双(2-甲氧基乙氧基)对苯二甲酰胺",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
913,NCCCN1CCCCCC1,3-氨基哌啶-1-丙胺,fixed,is_amine False→True
914,N=c1cccc(N)n1O,"2,6-二氨基吡啶-1-氧化物",fixed,is_amine False→True
917,NNc1ccc(-c2nc(-c3ccc(NN)cc3)nc(-c3ccc(NN)cc3)n2)cc1,"1,3,5-三(4-氨基苯基)-2,4,6-三嗪",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→0; is_amine True→False; type 存疑 amine vs RDKit=none"
918,CCCCCCCCCCCCOc1cc(C(=O)NN)c(OCCCCCCCCCCCC)cc1C(=O)NN,"1,4-苯二甲酸-2,5-双(十二酰基)-二酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
919,CCCCCCCCCCOc1cc(C(=O)NN)c(OCCCCCCCCCC)cc1C(=O)NN,"1,4-苯二甲酸-2,5-双(癸酰基)-1,4-二酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
920,NNC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NN)cc3)nc(Nc3ccc(C(=O)NN)cc3)n2)cc1,"4,4',4''-(1,3,5-三嗪-2,4,6-三基)三(氮亚甲基)三(苯甲酰肼)",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→6"
921,CCCCCCCOc1cc(C(=O)NN)c(OCCCCCCC)cc1C(=O)NN,"2,5-双(十二酰氧基)对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
922,CCCCOc1cc(C(=O)NN)c(OCCCC)cc1C(=O)NN,"2,5-二丁氧基对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
923,CC(C)COc1cc(C(=O)NN)c(OCC(C)C)cc1C(=O)NN,"2,5-二异丁氧基对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
924,CCCCCCCCOc1cc(C(=O)NN)c(OCCCCCCCC)cc1C(=O)NN,"2,5-二辛氧基对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
929,Nc1ccc(NC(=S)Nc2ccc(N)cc2)cc1,"1,3-双(4-氨基苯基)硫脲",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→6"
931,CC(C)CCOc1cc(C(=O)NN)c(OCCC(C)C)cc1C(=O)NN,"2,5-双(异丙氨基羰基)对苯二甲酸二水合物",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
935,CCn1c2ccc(C)cc2c2cc(-c3nc4c(C)c(C(=O)O)ccc4n3CCOC)ccc21,"5'-(4-氨基苯基)-2',4',6'-三甲氧基-[1,1':3',1''-三联苯]-4,4''-二胺",review,type 存疑 other vs RDKit=none
939,NC(=O)Cc1ccncc1,4-吡啶乙酰胺,fixed,"计数修正 n_aldehyde 0→0, n_amine 1→0; type 存疑 amine vs RDKit=none"
944,NCc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,"[1-(4-氨甲基苯基)-1,1,2-三苯基乙烯]",fixed,is_amine False→True
945,CCCCCCC(CCCC)CCCOc1cc(C(=O)NN)c(OCCCC(CCCC)CCCCCC)cc1C(=O)NN,"2,5-双(4-丁氧基)间苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
946,CCCCCCCCCCCCCCCCOc1cc(C(=O)NN)c(OCCCCCCCCCCCCCCCC)cc1C(=O)NN,"2,5-双（十五烷氧基）对苯二酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
947,CCCCC(CC)COc1cc(C(=O)NN)c(OC)cc1C(=O)NN,"2,5-双(辛-3-基氧基)对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
948,C=CCCOc1cc(C(=O)NN)c(OCCC=C)cc1C(=O)NN,"2,5-双(丁-3-烯-1-基氧基)对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
949,CCCCCOc1cc(C(=O)NN)c(OCCCCC)cc1C(=O)NN,"2,5-双(戊氧基)对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
955,Cl.N=C(N)c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,"4-(1,2,2-三苯基乙烯基)苯甲脒",fixed,is_amine False→True
964,Cc1cccc(C(=O)C(=O)c2ccc3ncnn3c2)n1,"2,3,6,7-四氨基蒽醌-9,10-二酮",review,type 存疑 other vs RDKit=none
975,Cn1ccnc1-c1nccn1CCCCCCN,"6-(1'-甲基-1H,1'H-2,2'-联咪唑-1-基)己-1-胺",fixed,is_amine False→True
976,NNC(=O)c1ccc(-c2cc(-c3ccc(C(=O)NN)cc3)cc(-c3ccc(C(=O)NN)cc3)c2)cc1,"5,5'-(4-肼基羰基苯基)-[1,1':3',1''-三联苯]-4,4''-二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→0; is_amine True→False; type 存疑 amine vs RDKit=none"
977,NNC(=O)c1ccc(-c2ccc(C(=O)NN)cn2)nc1,"[2,2'-联吡啶]-5,5'-二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
978,CSc1ccc(C(C)=O)c(N)c1,1-(2-氨基-4-(甲硫基)苯基)乙-1-酮,fixed,is_amine False→True
986,NNC(=O)c1cc(Cc2ccccc2)cc(C(=O)NN)c1,5-苄基邻苯二甲酰肼,fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
987,CCCOc1cc(-c2cc(-c3ccc(C(=O)NN)c(OCCC)c3)cc(-c3ccc(C(=O)NN)c(OCCC)c3)c2)ccc1C(=O)NN,"5'-(4-(羟基羰基)-3-异丙氧基苯基)-3,3''-二丙氧基-[1,1':3',1''-三联苯]-4,4''-二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→0; is_amine True→False; type 存疑 amine vs RDKit=none"
988,Nc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,4-氨基-4'-硝基联苯,fixed,is_amine False→True
991,NNC(=O)c1ccc(N(c2ccc(C(=O)NN)cc2)c2ccc(C(=O)NN)cc2)cc1,"4,4',4''-次氮基三(苯甲酰肼)",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→0; is_amine True→False; type 存疑 amine vs RDKit=none"
993,NNC(=O)c1ccc2ccc3ccc(C(=O)NN)nc3c2n1,"1,10-菲咯啉-2,9-二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
996,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N)cc1,"9-(4-苯胺基)-3,6-二叔丁基咔唑",fixed,is_amine False→True
997,Nc1ccc2c(c1)OCCOCCOCCOCCOCCO2,4'-氨基苯并-18-冠醚-6,fixed,is_amine False→True
998,COCCOCCOc1cc(C(=O)NN)c(OCCOCCOC)cc1C(=O)NN,"2,5-双[2-(2-甲氧基乙氧基)乙氧基]对苯二甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
1000,Nc1ccc(C#Cc2ccc(C(=O)O)cc2)cc1,4-(4-氨基苯基乙炔基)苯甲酸,fixed,is_amine False→True
1005,NC(=O)c1cc(C(N)=O)[nH]n1,"1H-吡唑-3,5-二甲酰胺",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
1006,NCc1ccc(C2OCCO2)cc1,"(4-(1,3-二氧戊环-2-基)苯基)甲胺",fixed,is_amine False→True
1007,C=Cc1ccc(CN)cc1,4-乙烯基苄胺,fixed,is_amine False→True
1009,Cc1ccc(-c2ccc(CN)cn2)nc1,"(5-甲基-[2,2'-联吡啶]-5-基)甲胺",fixed,is_amine False→True
1011,NNC(=O)c1cc(C(=O)NN)c(C(=O)NN)cc1C(=O)NN,"苯-1,2,4,5-四甲酰肼",fixed,"计数修正 n_aldehyde 0→0, n_amine 4→0; is_amine True→False; type 存疑 amine vs RDKit=none"
1014,NNC(=O)c1cc(C(=O)O)cc(C(=O)NN)c1,"3,5-二肼基羰基苯甲酸",fixed,"计数修正 n_aldehyde 0→0, n_amine 2→0; is_amine True→False; type 存疑 amine vs RDKit=none"
1017,Nc1ccc2cc3ccccc3cc2c1,2-氨基蒽,fixed,is_amine False→True
1028,COC(=O)c1nn(-c2ccc(C(C)(C)C)cc2)c(=O)cc1O,"4,4'-二氨基-[1,1'-联苯]-2,2'-二羧酸二甲酯",review,type 存疑 other vs RDKit=none
1029,NC(=O)c1cc(C(N)=O)cc(C(N)=O)c1,均苯三甲酰胺,fixed,"计数修正 n_aldehyde 0→0, n_amine 3→0; is_amine True→False; type 存疑 amine vs RDKit=none"
1032,NNC(=O)c1ccc(-c2nc(-c3ccc(C(=O)NN)cc3)nc(-c3ccc(C(=O)NN)cc3)n2)cc1,"4,4',4''-(1,3,6-三嗪-2,4,6-三基)三(苯甲酰胺)",fixed,"计数修正 n_aldehyde 0→0, n_amine 3→0; is_amine True→False; type 存疑 amine vs RDKit=none"
1036,Cc1n[nH]c(C)c1C(=O)NN,"3,5-二甲基-1H-吡唑-4-甲酰胺",fixed,"计数修正 n_aldehyde 0→0, n_amine 1→0; type 存疑 amine vs RDKit=none"
1040,Nc1cc(I)cc(I)c1,"2,5-二碘苯胺",fixed,is_amine False→True
1044,N#N,"N,N'-双(2-溴-2-丙烯基)对苯二甲酰肼",review,type 存疑 other vs RDKit=none
1045,COC(=O)c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,"2,2'-二氨基-4,4'-联苯二甲酸",fixed,"计数修正 n_aldehyde 0→0, n_amine 0→2; is_amine False→True; type 存疑 other vs RDKit=amine"
1047,COc1ccc(Nc2ccc(N)cc2)cc1,"4,4',4''-三氨基三苯胺",fixed,"计数修正 n_aldehyde 0→0, n_amine 1→3; is_amine False→True"
1049,Cl.Cl.NCCNc1cccc2ccccc12,"9,10-二(氨基甲基)蒽",fixed,"计数修正 n_aldehyde 0→0, n_amine 1→3; is_amine False→True"
1050,N=S(=N)(c1ccccc1)c1ccccc1,"4,4'-二氨基二苯硫醚",review,type 存疑 other vs RDKit=none
1054,CC(C)(C)c1ccnc(-c2ccc(F)nc2F)c1,"2,2'-二氟-4,4'-二氨基-5,5'-二甲基-1,1'-联苯",review,type 存疑 other vs RDKit=none
1056,O=C(Nc1ccccc1)Nc1cccc([N+](=O)[O-])c1,4-氨基-3-((吡啶-3-基)氨基甲酰基)苯甲酸,review,type 存疑 other vs RDKit=none
1057,Nc1cc(C(=O)O)ccc1-c1ccncc1,3-氨基-4-(吡啶-4-基)苯甲酸,fixed,is_amine False→True
1060,Nc1ccc(-c2nn[nH]n2)cc1,5-(4-氨基苯基)-1H-四唑,fixed,is_amine False→True
